ResponseId,StartDate,EndDate,Duration__in_seconds_,time.ctrl_First_Click,time.ctrl_Last_Click,time.ctrl_Page_Submit,time.ctrl_Click_Count,time.enigm_First_Click,time.enigm_Last_Click,time.enigm_Page_Submit,time.enigm_Click_Count,time.expl.quant_First_Click,time.expl.quant_Last_Click,time.expl.quant_Page_Submit,time.expl.quant_Click_Count,time.benefit_First_Click,time.benefit_Last_Click,time.benefit_Page_Submit,time.benefit_Click_Count,time.risk_First_Click,time.risk_Last_Click,time.risk_Page_Submit,time.risk_Click_Count,time.balanced_First_Click,time.balanced_Last_Click,time.balanced_Page_Submit,time.balanced_Click_Count,time.enig.frame.expl_First_Click,time.enig.frame.expl_Last_Click,time.enig.frame.expl_Page_Submit,time.enig.frame.expl_Click_Count,time.enigm.benefit_First_Click,time.enigm.benefit_Last_Click,time.enigm.benefit_Page_Submit,time.enigm.benefit_Click_Count,time.enigm.risk_First_Click,time.enigm.risk_Last_Click,time.enigm.risk_Page_Submit,time.enigm.risk_Click_Count,time.enigm.balanced_First_Click,time.enigm.balanced_Last_Click,time.enigm.balanced_Page_Submit,time.enigm.balanced_Click_Count,time.expl.benefit_First_Click,time.expl.benefit_Last_Click,time.expl.benefit_Page_Submit,time.expl.benefit_Click_Count,time.expl.risk_First_Click,time.expl.risk_Last_Click,time.expl.risk_Page_Submit,time.expl.risk_Click_Count,time.expl.balanced_First_Click,time.expl.balanced_Last_Click,time.expl.balanced_Page_Submit,time.expl.balanced_Click_Count,time.enigm.expl.ben_First_Click,time.enigm.expl.ben_Last_Click,time.enigm.expl.ben_Page_Submit,time.enigm.expl.ben_Click_Count,time.enigm.expl.risk_First_Click,time.enigm.expl.risk_Last_Click,time.enigm.expl.risk_Page_Submit,time.enigm.expl.risk_Click_Count,time.enigm.expl.bal_First_Click,time.enigm.expl.bal_Last_Click,time.enigm.expl.bal_Page_Submit,time.enigm.expl.bal_Click_Count,Info.seeking_1,Info.seeking_2,Info.seeking_3,general.interest_1,general.interest_2,general.interest_3,general.interest_4,general.interest_5,general.interest_6,internal.efficacy_1,internal.efficacy_2,internal.efficacy_3,internal.efficacy_4,perceived.knowledge_1,perceived.knowledge_2,perceived.knowledge_3,perceived.knowledge_4,FL_32_DO_Control.group,FL_32_DO_Enigmaticframe,FL_32_DO_Explquantumconcept,FL_32_DO_benefitframe,FL_32_DO_riskframe,FL_32_DO_balancedframe,FL_32_DO_enigmaticframeexpl,FL_32_DO_enigmaticbenefit,FL_32_DO_enigmaticrisk,FL_32_DO_enigmaticbalanced,FL_32_DO_explanationbenefit,FL_32_DO_explanationrisk,FL_32_DO_explanationbalanced,FL_32_DO_enigmaticexplbenef,FL_32_DO_Enigmaticexplrisk,FL_32_DO_Enigmaticexplanationbalanced,Explquantumconcept_DO_expl.2a,Explquantumconcept_DO_expl.1a,Explquantumconcept_DO_expl.1b,Explquantumconcept_DO_expl.2b,Explquantumconcept_DO_expl.3a,Explquantumconcept_DO_expl.3b,Explquantumconcept_DO_time.expl.quant,Explquantumconcept_DO_expl.quantum.concept,enigmaticframeexpl_DO_enigm.3b,enigmaticframeexpl_DO_enigm1b,enigmaticframeexpl_DO_enigm.2a,enigmaticframeexpl_DO_enigm.2b,enigmaticframeexpl_DO_enigm.3a,enigmaticframeexpl_DO_enigmatic.frame_expl,enigmaticframeexpl_DO_enigm.1a,enigmaticframeexpl_DO_time.enig.frame.expl,explanationbenefit_DO_explanation_benefit,explanationbenefit_DO_explben.2a,explanationbenefit_DO_time.expl.benefit,explanationbenefit_DO_explben.2b,explanationbenefit_DO_explben.3a,explanationbenefit_DO_explben.3b,explanationbenefit_DO_explben.1a,explanationbenefit_DO_explben.1b,explanationrisk_DO_expl_risk.1a,explanationrisk_DO_expl_risk.1b,explanationrisk_DO_explanation_risk,explanationrisk_DO_expl_risk.2a,explanationrisk_DO_expl_risk.2b,explanationrisk_DO_time.expl.risk,explanationrisk_DO_expl_risk.3a,explanationrisk_DO_expl_risk.3b,explanationbalanced_DO_expl.bal.3b,explanationbalanced_DO_explanation_balanced,explanationbalanced_DO_expl.bal.1b,explanationbalanced_DO_expl.bal.2a,explanationbalanced_DO_expl.bal.2b,explanationbalanced_DO_time.expl.balanced,explanationbalanced_DO_expl.bal.3a,explanationbalanced_DO_expl.bal.1a,enigmaticexplbenef_DO_enigmatic.expl.benef,enigmaticexplbenef_DO_enigmatic.expl.ben1a,enigmaticexplbenef_DO_enigmatic.expl.ben3b,enigmaticexplbenef_DO_time.enigm.expl.ben,enigmaticexplbenef_DO_enigmatic.expl.ben1b,enigmaticexplbenef_DO_enigmatic.expl.ben2a,enigmaticexplbenef_DO_enigmatic.expl.ben2b,enigmaticexplbenef_DO_enigmatic.expl.ben3a,Enigmaticexplrisk_DO_enigmatic.expl.risk,Enigmaticexplrisk_DO_time.enigm.expl.risk,Enigmaticexplrisk_DO_enigmatic.ex.risk3b,Enigmaticexplrisk_DO_enigmatic.ex.risk2b,Enigmaticexplrisk_DO_enigmatic.ex.risk3a,Enigmaticexplrisk_DO_enigmatic.ex.risk1a,Enigmaticexplrisk_DO_enigmatic.ex.risk1b,Enigmaticexplrisk_DO_enigmatic.ex.risk2a,Enigmaticexplanationbalanced_DO_enigmatic.expl.balan,Enigmaticexplanationbalanced_DO_time.enigm.expl.bal,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.3a,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.3b,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.1a,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.1b,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.2a,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.2b,Token,byear,age_cont,age_4_rec,age_6_rec,age_7_rec,sex_rec,edu_clean,edu_2_rec,edu_3_rec,etn_2_rec,etn_3_rec,geo_prov_rec,geo_gem,geo_nielsen5_rec,geo_nielsen6_rec,urb,vote.recall_rec,weight,weight_trimmed_0.970,weight_trimmed_0.980,weight_trimmed_0.990
R_8eLJPnOJpPOS1zP,5/17/2023 23:12,5/17/2023 23:15,178.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49,16.49,23.25,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,4,3,2,2,2,2,1,1,4,2,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254292,1966,57,3,5,5,1,4,1,2,1,1,4,228,4,4,2,12,0.67,0.74,0.73,0.68
R_8J15hfc0fCAQMFP,5/20/2023 12:23,5/20/2023 12:25,136.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,11.95,15.90,2.00,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,4,3,2,2,3,2,2,2,3,2,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362472,1981,42,2,3,3,2,1,2,3,1,1,7,743,5,5,3,2,1.01,1.07,1.06,1.02
R_8k2nrGI5NwhmgO5,5/17/2023 19:41,5/17/2023 19:44,197.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,31.28,47.87,6.00,,,,,,,,,,,,,2,3,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,2.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,767338,1971,52,3,4,4,1,4,1,2,1,1,7,809,5,5,3,16,0.67,0.74,0.73,0.68
R_8kyMVdlbJFal4EF,5/18/2023 18:27,5/18/2023 18:32,285.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1.11,2.90,1.00,,,,,,,,,5,5,5,5,5,5,5,1,5,4,4,3,3,4,4,4,4,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,3.00,,,2.00,,,,,,,,,,,,,,,,,,940922,1994,29,1,2,2,2,1,2,3,1,1,12,1926,2,2,2,5,1.99,2.06,2.05,2.00
R_8lckjnHY6u7UW8V,5/20/2023 22:01,5/20/2023 22:04,177.00,,,,,,,,,,,,,,,,,,,,,0.00,0.00,11.13,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,3,3,2,3,4,3,4,3,3,3,3,3,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617538,1974,49,2,4,4,1,6,1,1,1,1,9,150,4,4,2,7,2.58,2.50,2.63,2.59
R_8q5Fu5qZW1un0XL,5/17/2023 23:56,5/17/2023 23:59,202.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.13,29.13,30.08,1.00,,,,,,,,,,,,,,,,,,,,,3,4,4,4,3,4,4,3,3,2,2,2,2,2,2,2,1,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,3.00,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003207,1943,80,4,6,7,1,4,1,2,1,1,8,,2,2,,1,0.40,0.46,0.46,0.41
R_8q9nUGDG8o8LQI1,5/19/2023 15:12,5/19/2023 15:16,207.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,5.97,22.79,1.00,,,,,2,2,3,4,4,3,4,2,4,2,2,2,2,1,1,4,2,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,,2.00,,,,,,,,,,391352,1950,73,4,6,6,2,1,2,3,1,1,3,59,3,3,5,2,0.52,0.58,0.57,0.53
R_8uiVrBMjeggMzD3,5/20/2023 13:01,5/20/2023 13:03,136.00,,,,,,,,,,,,,,,,,12.69,12.69,13.40,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75240,1956,67,4,6,6,2,2,2,3,1,1,4,,4,4,,13,0.52,0.58,0.57,0.53
R_9AAh63oOwNyqtsl,5/20/2023 13:30,5/20/2023 13:33,166.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,37.01,37.60,10.00,,,,,,,,,,,,,2,2,4,4,4,3,4,2,5,2,2,2,4,2,2,4,3,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,2.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,301395,1957,66,4,6,6,1,4,1,2,1,1,3,85,3,3,5,3,0.40,0.46,0.46,0.41
R_9miFhN4yoqR8EkV,5/17/2023 21:28,5/17/2023 21:31,163.00,,,,,,,,,,,,,,,,,,,,,,,,,24.66,24.66,25.67,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,3,4,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,2.00,,,1.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409823,1975,48,2,4,4,1,3,1,2,1,1,5,1979,3,3,4,5,1.29,1.35,1.34,1.30
R_9YmIf9iNgkIQ4GB,5/17/2023 18:25,5/17/2023 18:28,172.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13,8.13,14.42,1.00,3,3,4,4,5,2,2,1,4,4,4,2,4,4,3,4,4,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,2.00,,,,,,303345,1954,69,4,6,6,1,1,2,3,1,1,10,356,2,2,2,6,0.36,0.43,0.42,0.37
R_aaEAQf9SToSPjnr,5/17/2023 18:34,5/17/2023 18:39,272.00,,,,,,,,,,,,,,,,,,,,,0.00,0.00,5.62,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69749,1959,64,3,5,5,2,5,1,1,1,1,12,1931,2,2,4,6,1.94,2.00,2.00,1.95
R_abKz9IWJeZ7Rpgl,5/18/2023 9:10,5/18/2023 9:17,429.00,,,,,,,,,,,,,,,,,0.00,0.00,109.61,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3,2,2,5,5,1,2,2,2,2,2,3,2,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383213,1947,76,4,6,7,1,3,1,2,1,1,8,373,2,2,4,9,0.40,0.46,0.46,0.41
R_AF36RhBoYUT5akV,5/18/2023 14:53,5/18/2023 14:57,232.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,14.15,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,4,3,3,2,3,3,3,3,4,4,3,4,3,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315809,1940,83,4,6,7,2,2,2,3,1,1,8,479,2,2,2,4,0.52,0.58,0.57,0.53
R_AhBUGJQ4w7MeTZL,5/20/2023 17:07,5/20/2023 17:10,164.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,13.27,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,3,3,4,2,5,2,3,3,1,1,1,3,1,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352006,1966,57,3,5,5,2,2,2,3,1,1,6,971,5,5,4,,0.78,0.85,0.84,0.79
R_AMOQWHYlTxbajfj,5/18/2023 10:14,5/18/2023 10:17,177.00,,,,,,,,,,,,,,,,,0.00,0.00,17.68,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,2,2,3,4,1,2,2,2,1,1,4,2,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669915,1962,61,3,5,5,1,3,1,2,1,1,8,1942,2,2,2,1,0.67,0.74,0.73,0.68
R_aY5JiIxKChGkqrL,5/20/2023 12:10,5/20/2023 12:13,177.00,,,,,,,,,,,,,,,,,,,,,0.66,5.76,7.29,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570277,1957,66,4,6,6,1,2,2,3,1,1,11,664,5,5,3,98,0.36,0.43,0.42,0.37
R_b7XmTODt3Ljhc5j,5/18/2023 2:02,5/18/2023 2:06,207.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.25,25.25,28.11,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,4,2,2,2,3,2,1,1,1,1,1,1,2,2,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281381,1959,64,3,5,5,1,4,1,2,1,1,4,203,4,4,4,5,0.67,0.74,0.73,0.68
R_b8ehKIcjfyPN733,5/18/2023 8:51,5/18/2023 8:57,335.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13,113.65,115.23,19.00,,,,,,,,,,,,,1,2,2,3,4,2,4,2,4,2,2,4,2,1,2,2,3,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.00,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,983898,1982,41,2,3,3,2,4,1,2,1,1,7,826,5,5,2,1,2.18,2.24,2.23,2.19
R_BAfRpVXuidOomsx,5/20/2023 17:40,5/20/2023 17:44,260.00,,,,,,,,,,,,,,,,,23.69,23.69,25.76,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,3,4,3,4,1,3,2,2,2,2,2,2,4,2,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968851,1946,77,4,6,7,1,6,1,1,1,1,8,402,2,2,1,2,0.63,0.69,0.69,0.64
R_bJcetuPTiBYzwB3,5/17/2023 22:03,5/17/2023 22:09,390.00,,,,,,,,,,,,,,,,,0.00,0.00,23.90,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,2,3,2,4,4,2,2,2,2,1,5,2,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574112,1961,62,3,5,5,1,2,2,3,2,2,12,599,1,1,1,,0.71,0.77,0.76,0.72
R_BMvbJSlJJDHcGaZ,5/19/2023 13:28,5/19/2023 13:33,315.00,,,,,0.00,0.00,47.34,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,1,3,3,2,3,3,3,3,4,4,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576363,1946,77,4,6,7,1,6,1,1,1,1,4,268,4,4,2,1,0.63,0.69,0.69,0.64
R_bNGf6tdFfZedrRD,5/21/2023 11:27,5/21/2023 11:29,116.00,,,,,,,,,,,,,0.00,0.00,14.84,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244126,1951,72,4,6,6,2,3,1,2,1,1,6,938,5,5,4,1,0.92,0.99,0.98,0.93
R_BqVyi7Te06NmONX,5/19/2023 22:10,5/19/2023 22:14,245.00,,,,,,,,,0.00,0.00,27.28,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,2,2,2,3,1,1,1,1,1,,,1.00,,,,,,,,,,,,,,,,,2.00,,,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584002,1947,76,4,6,7,2,1,2,3,1,1,10,344,2,2,1,7,0.52,0.58,0.57,0.53
R_Bri6o9Cz6HIwl3j,5/20/2023 10:35,5/20/2023 10:41,398.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99,15.13,15.79,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,3,3,1,3,4,3,2,4,4,3,4,3,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380430,1942,81,4,6,7,1,3,1,2,1,1,7,1771,5,5,3,1,0.40,0.46,0.46,0.41
R_BSqEuj4KiftpMpb,5/16/2023 18:42,5/16/2023 18:46,193.00,,,,,,,,,,,,,32.06,38.99,40.08,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3,2,1,3,2,2,2,4,3,1,1,2,3,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698943,1997,26,1,2,2,1,2,2,3,1,1,7,867,5,5,3,2,1.04,1.10,1.09,1.05
R_BWWgSKQbd17bA53,5/17/2023 18:25,5/17/2023 18:28,149.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,13.33,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,3,2,4,2,4,3,2,3,3,2,3,4,3,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377450,1968,55,3,5,5,2,3,1,2,1,1,7,797,5,5,3,5,0.80,0.86,0.85,0.81
R_C99gFo74smvebHH,5/22/2023 17:55,5/22/2023 18:03,438.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,67.22,0.00,2,3,3,3,5,3,3,3,5,2,1,1,1,1,1,3,1,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,,2.00,,306125,1964,59,3,5,5,2,3,1,2,1,1,1,1680,3,3,5,2,0.80,0.86,0.85,0.81
R_cBKsASUXAKR6sSt,5/17/2023 18:43,5/20/2023 11:31,233265.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32,22.97,24.07,4.00,,,,,,,,,,,,,,,,,4,4,4,4,3,3,4,2,3,3,3,4,3,3,3,4,3,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,3.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762629,1995,28,1,2,2,1,2,2,3,1,1,1,118,3,3,3,1,1.04,1.10,1.09,1.05
R_CjMf0gZdZDPmAHD,5/17/2023 17:45,5/17/2023 17:49,217.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,19.00,0.00,,,,,,,,,1,1,1,3,3,3,3,2,4,2,1,1,1,1,1,3,3,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,3.00,,,,,,,,,,,,,,,,,,,,,644290,1942,81,4,6,7,1,5,1,1,1,1,7,758,5,5,2,3,0.63,0.69,0.69,0.64
R_cOwpyW8p75ldpiV,5/17/2023 11:35,5/17/2023 11:39,276.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,28.29,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,4,4,1,4,1,4,3,2,4,4,4,2,5,3,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671097,1954,69,4,6,6,1,2,2,3,1,1,7,861,5,5,2,6,0.36,0.43,0.42,0.37
R_cPhBB6lXUmmDW6Z,5/16/2023 22:02,5/16/2023 22:04,169.00,,,,,0.00,0.00,9.38,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,2,4,4,2,4,1,1,1,2,2,1,4,1,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656681,1993,30,1,2,2,2,1,2,3,2,2,12,1783,2,2,3,7,1.99,2.06,2.05,2.00
R_cSnxiVK1ZBpjXqN,5/16/2023 18:59,5/16/2023 19:02,172.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,42.09,42.80,10.00,,,,,,,,,,,,,2,2,2,3,4,3,3,2,4,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,3.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,969073,1996,27,1,2,2,2,4,1,2,1,1,7,1709,5,5,4,2,4.90,2.50,2.76,4.90
R_cUwQnIAUA0q0dYB,5/20/2023 16:04,5/20/2023 16:07,153.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,41.07,42.05,12.00,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,4,2,1,1,1,1,1,1,1,1,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,3.00,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779254,1954,69,4,6,6,1,2,2,3,1,1,7,753,5,5,3,4,0.36,0.43,0.42,0.37
R_CZvS89NGr8jHVx7,5/18/2023 14:40,5/18/2023 14:54,844.00,,,,,,,,,,,,,,,,,0.00,0.00,1.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973585,2000,23,1,1,1,2,3,1,2,2,2,12,1621,2,2,3,7,4.90,2.50,2.76,4.90
R_D1rZCTqUKWyrn2x,5/19/2023 7:22,5/19/2023 7:24,127.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,11.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,2,2,3,4,4,1,1,3,2,2,2,4,4,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348696,1991,32,1,2,2,2,1,2,3,1,1,7,1771,5,5,3,2,1.99,2.06,2.05,2.00
R_D1Tr2nlTME606LD,5/19/2023 13:19,5/19/2023 13:21,106.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,13.77,0.00,,,,,,,,,2,2,2,3,2,2,2,2,1,3,4,4,3,3,3,2,4,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,3.00,2.00,,,,,,,,,,,,,,,,,,,,659360,1979,44,2,3,3,1,2,2,3,1,1,8,362,1,6,1,7,0.71,0.77,0.77,0.72
